id_documento,texto_extraido,categoria_calidad,razon_etiqueta,reason_etiqueta,categoria_cal_calidad
ANTIGRAVITY_104,"Proyecto final\n\nDeteccion de caidas en adultos mayores con YOLO\nEl sistema analiza video en tiempo real y dispara alertas cuando detecta una caida o una postura riesgosa.\n\nLa arquitectura contempla FastAPI, almacenamiento de eventos y una app movil para notificaciones. Se mencionan precision, recall, falso positivo y latencia p95. Hay una linea mal posicionada que dice 'ver anexo B'.\n\nLa propuesta tiene valor social y tecnico.",Excelente,"Caso de visión computacional aplicado, con arquitectura y métricas claras.",,
ANTIGRAVITY_105,"Tesis\n\nBuscador semantico de reglamentos con RAG local\nOllama ejecuta un LLM cuantizado y Qdrant almacena embeddings. El flujo incluye OCR, chunking, retrieval y reranking para PDFs institucionales.\n\nSe mide faithfulness, answer relevancy, recall@5 y latencia. El backend se monta con FastAPI y Docker Compose. El documento tiene fallos menores de OCR, pero la estructura técnica se entiende bien.\n\nEs una propuesta seria y reproducible.",Excelente,Presenta un RAG local completo y alineado con tendencias actuales.,,
ANTIGRAVITY_106,"Proyecto integrador\n\nPrediccion de desercion estudiantil con Transformer\nSe usan variables de asistencia, promedio, beca y actividad en plataforma. El servicio corre en FastAPI y almacena resultados en PostgreSQL.\n\nLa propuesta incluye balanceo, validacion cruzada, AUC, recall de riesgo y monitoreo de drift. Aparecen encabezados sueltos y algunas palabras pegadas por OCR, pero el contenido es claro. Se contempla versionado de modelos y reentrenamiento.\n\nEl nivel tecnico es alto.",Excelente,"Combina ML aplicado, API y MLOps con una formulación madura.",,
ANTIGRAVITY_107,"Proyecto final\n\nInspeccion visual de placas electronicas\nYOLOv8 y OpenCV detectan errores de montaje en una linea de produccion. La inferencia se exporta a ONNX y se ejecuta en hardware ligero.\n\nSe reportan precision, recall, mAP50 y FPS. La aplicación expone una API en FastAPI y un dashboard para auditoria. El texto tiene mezcla de mayusculas y una anotacion OCR: 'pagina 9' en la mitad del parrafo.\n\nLa solución es moderna y aplicada.",Excelente,Es un proyecto de visión computacional con despliegue y métricas apropiadas.,,
ANTIGRAVITY_108,"Proyecto recepcional\n\nSistema de inventario para papeleria\nHecho en PHP, MySQL y Bootstrap. Registra entradas, salidas, proveedores y reportes.\n\nEl documento es breve y repite muchas ideas. No hay pruebas, no hay API y el diseño se limita a formularios basicos. El OCR dañó un encabezado y mezcló un numero de pagina dentro del texto.\n\nLa propuesta funciona, pero es muy tradicional.",Regular,"Sistema funcional pero simple, con baja calidad de documentación y sin modernización.",,
ANTIGRAVITY_109,"TESIS\n\nControl de biblioteca escolar\nJava Swing y MariaDB para prestamos, multas y devoluciones.\n\nSe incluyen capturas y una lista de modulos, pero no hay arquitectura por capas ni pruebas automatizadas. Hay una seccion que dice 'resultados' sin resultados reales y una palabra partida por OCR: 'apli cacion'.\n\nEl proyecto es correcto, aunque limitado.",Regular,"Es una solución clásica, con alcance básico y escasa profundidad técnica.",,
ANTIGRAVITY_110,"Proyecto final\n\nAplicacion movil para reservas de canchas\nFlutter con Firebase para login, agenda y notificaciones push.\n\nLa propuesta describe el flujo general pero no aborda seguridad, escalabilidad ni monitoreo. Se repiten fragmentos y aparece un 'Capitulo I' mal insertado en el medio. Aun asi, el sistema es entendible y orientado a una necesidad concreta.\n\nEl nivel de detalle es medio.",Regular,"Desarrollo convencional y útil, pero con documentación vaga y estructura simple.",,
ANTIGRAVITY_111,"Trabajo recepcional\n\nGestor de citas odontologicas\nSe usa Django y SQLite para registrar pacientes, doctores y horarios.\n\nEl texto presenta faltas de ortografia, frases cortadas y varios saltos de linea raros. No se explican roles, seguridad ni despliegue. La solución parece un prototipo universitario normal y no una propuesta de mayor complejidad.\n\nLa calidad técnica es suficiente, pero no destaca.",Regular,"Proyecto básico y convencional, con implementación limitada y poca innovación.",,
ANTIGRAVITY_112,"Proyecto final\n\nMonitoreo agricola con sensores IoT\nESP32 mide humedad, temperatura y luz, y envía datos por MQTT.\n\nSe muestra un dashboard con graficas y alertas por Telegram, pero no se describe calibracion, cobertura ni prueba de campo. El OCR dejó una nota '3 de 8' metida en el segundo parrafo. La solución se entiende, aunque es incompleta.\n\nEs un caso clasico de IoT escolar.",Regular,"Proyecto IoT funcional pero limitado, con poca evaluación y detalle.",,
ANTIGRAVITY_113,"TESIS\n\nSistema de compras y facturacion\nPHP y MySQL para clientes, ventas y reportes.\n\nLa documentacion es confusa y repite secciones. No hay pruebas, no hay API y la estructura se queda en formularios basicos. El documento fue extraido con errores y mezcla letras mayusculas en medio de una linea.\n\nLa propuesta es simple y utilitaria.",Regular,Es un sistema tradicional con poca complejidad técnica y documentación irregular.,,
ANTIGRAVITY_114,"Proyecto integrador\n\nClasificador de denuncias internas con aprendizaje profundo\nEl sistema promete aprender sin datos y mejorar solo con feedback intuitivo.\n\nSe mencionan embeddings, agentes y analitica predictiva, pero no hay arquitectura, dataset ni pipeline. El texto parece una coleccion de palabras de moda; incluso trae un 'pagina 4/10' pegado a un objetivo.\n\nNo es una propuesta seria.",Mal hecho,Presenta buzzwords sin coherencia ni soporte técnico real.,,
ANTIGRAVITY_115,"Proyecto final\n\nPlataforma omnicanal con IA, blockchain, metaverso y edge total\nEl documento dice que todo se automatiza y que el campus sera inteligente por defecto.\n\nNo se definen modulos, entradas, salidas ni criterios de exito. Hay varias frases como 'hiperconvergencia cognitiva' y 'orquestacion disruptiva' sin contexto. OCR mezcló encabezados y el texto quedó muy sucio.\n\nLa idea no es implementable.",Mal hecho,Sobrecarga de jargon sin una especificación funcional ni técnica.,,
ANTIGRAVITY_116,"Tesis\n\nAsistente de escritorio con IA cuántica para procesos administrativos\nLa solución toma documentos, entiende intenciones y ejecuta tareas automaticamente.\n\nNo se detalla como se entrena, que datos usa o como se valida. Se repiten frases vacias y aparecen numerales de pagina dentro del resumen. Tambien se menciona blockchain aunque no aporta nada al problema.\n\nEl texto es claramente inflado.",Mal hecho,Es una propuesta inviable y excesivamente adornada con buzzwords.,,
ANTIGRAVITY_117,"Documento extraido\n\nLa industria del software prioriza RAG local, privacidad y observabilidad en 2026.\nStacks comunes incluyen FastAPI, Ollama, Qdrant, Docker y métricas de fidelidad.\nTambien aumentan los agentes ligeros y los despliegues local-first.\n\nEl texto es informativo y no plantea objetivos de proyecto.",Ruido,"Es un resumen de tendencias tecnológicas, no una propuesta universitaria.",,
ANTIGRAVITY_118,TEMARIO\n\nUnidad 4: pruebas de software\n- unitarias\n- integracion\n- carga\n- regresion\n- automatizacion\n\nPractica: implementar ejemplos y entregar reporte.\nLa pagina aparece interrumpida con un '1 de 6' y una tabla incompleta.\n\nNo es un documento de investigacion.,Ruido,"Es material didáctico, no una propuesta de proyecto integrador.",,
ANTIGRAVITY_119,"NOTA INSTITUCIONAL\n\nLa facultad presento robots, drones y paneles de datos en la feria anual de innovación.\nSe anunciaron convenios con empresas de cloud, IA y ciberseguridad.\nEl texto carece de objetivos, metodologia y resultados.\n\nParece una noticia interna, no una tesis.",Ruido,Es un fragmento institucional sin estructura académica.,,
ANTIGRAVITY_120,"FRAGMENTO DE NOTICIA\n\nUn nuevo laboratorio de IA y robotica fue inaugurado en la universidad, con demostraciones de sensores, vision por computadora y chatbots.\nLas autoridades destacaron la colaboracion con empresas tecnológicas.\nNo hay problema de investigacion ni propuesta de solución.\n\nEl texto es solo informativo.",Ruido,Es una noticia y no un texto de proyecto.,,
ANTIGRAVITY_121,"UNIVERSIDAD TECNICA\nProyecto integrador\n\nTitulo: RAG local para consultas academicas\nEl obgetivo es desarrollar un asistente que responda preguntas sobre reglamentos, becas y calendario usando PDFs institucionales. La arquitectura propone FastAPI como capa de servicios, Ollama con un modelo cuantizado y Qdrant para busqueda vectorial. Se incluye OCR para archivos escaneados, chunking con solapamiento, reranking y un filtro de seguridad para evitar respuestas fuera de contexto.\n\nLa evaluacion considera faithfulness, answer relevancy, recall@5 y latencia p95. Tambien se contempla observabilidad con Prometheus y trazas en OpenTelemetry. El frontend sera en React con historial de consultas, feedback y reporte de errores.\nSe menciona Docker Compose, GitHub Actions y pruebas con documentos reales. 1 de 5.",Excelente,"Integra RAG local, FastAPI, LLM cuantizado y métricas actuales con una estructura técnica sólida.",,
ANTIGRAVITY_122,"TESIS\n\nSistema de clasificacion de tickets con Transformer\nSe usa un encoder multilingue preentrenado para etiquetar incidencias de biblioteca, laboratorio y soporte. El backend expone endpoints en FastAPI y almacena datos en PostgreSQL con Redis para colas async.\n\nLa propuesta incluye limpieza de texto, tokenizacion, validacion cruzada estratificada, F1 macro y matriz de confusion. El despliegue se haria con Docker y monitoreo basico de errores.\nEl pdf trae algunas lineas cortadas y un encabezado repetido 'capitulo IV', pero se entiende que el feedback del usuario servira para reentrenamiento periodico.\n\nLa redaccion mezcla minúsculas y MAYUSCULAS sin criterio.",Excelente,"Usa Transformer, FastAPI y prácticas de evaluación y despliegue coherentes y actuales.",,
ANTIGRAVITY_123,"Proyecto final de ingenieria\n\nDeteccion de defectos visuales en placas electronicas\nSe plantea usar YOLOv8 y OpenCV para inspeccion en una linea de produccion. La camara captura imagenes en tiempo real y el modelo identifica soldaduras frias, componentes faltantes y cortos visibles.\n\nLa solucion se exporta a ONNX para ejecutarse en una mini PC con GPU ligera. Se reportan precision, recall, mAP50 y FPS. Existe un modulo de alertas que envia eventos a un dashboard web con FastAPI.\nSe menciona un conjunto de datos etiquetado manualmente y augmentations de brillo, rotacion y blur. El texto presenta una nota OCR: 'pagina 7 de 18'.",Excelente,"Combina visión computacional moderna, YOLO y despliegue edge con métricas técnicas adecuadas.",,
ANTIGRAVITY_124,"PROYECTO INTEGRADOR\n\nAsistente academico local con LLM cuantizado\nEl sistema permite subir PDFs de reglamentos, rubricas y guias de titulacion. Se propone usar Ollama con un modelo cuantizado, LlamaIndex para retrieval y Qdrant como base vectorial. El flujo contempla OCR, limpieza de texto, chunking semantico y reranking.\n\nLa interfaz web muestra respuestas con citas y un score de similitud. Se agregan guardrails para preguntas ambiguas y logs de conversaciones para analisis.\nLa evaluacion considera faithfulness, answer relevancy y tiempo de respuesta. El backend corre con FastAPI y el despliegue sera reproducible con Docker Compose.\n\nHay saltos raros de PDF y una nota repetida: 'ver anexo 2'.",Excelente,"Presenta una implementación actual de RAG local con componentes, evaluación y despliegue bien definidos.",,
ANTIGRAVITY_125,"Trabajo recepcional\n\nPrediccion de desercion estudiantil con transformer y datos historicos\nSe propone entrenar un modelo secuencial con variables de asistencia, promedio, beca y actividad en LMS. El backend expone una API en FastAPI y los resultados se almacenan en PostgreSQL. Se agregan tareas en cola para reentrenamiento y un tablero con métricas.\n\nLa solución incluye balanceo de clases, normalizacion y validacion cruzada. Se reportara AUC, recall de la clase de riesgo y tiempo de inferencia. El texto habla de módulos que quedaron entrecortados por OCR, pero deja ver una arquitectura ligera de microservicios.\n\nSe contempla versionado de modelos y monitoreo de drift con alertas.",Excelente,"Es una propuesta sólida de ML aplicado con arquitectura moderna, métricas y MLOps.",,
ANTIGRAVITY_126,"UNIVERSIDAD TECNICA\nProyecto integrador\n\nSistema de inventario para papeleria\nSe desarrollo en PHP, HTML y MySQL. El sistema registra entradas y salidas, proveedores, usuarios y reportes mensuales en PDF. La idea es util para un almacén pequeño, pero el documento se queda en una descripcion general y no explica reglas de negocio ni casos de error.\n\nHay capturas de pantalla repetidas, tablas sencillas y un apartado de pruebas con 3 ejemplos manuales.\nLa redaccion tiene fallas de acentuacion y un parrafo arranca con 'Capitulo III' en medio del texto.\n\nNo se usa API, ni contenedores, ni automatización de despliegue.",Regular,"Es un sistema tradicional y funcional, pero con escaso detalle técnico y sin modernización.",,
ANTIGRAVITY_127,"TESIS\n\nControl de prestamos bibliotecarios\nAplicacion de escritorio en Java Swing con base de datos MariaDB. Permite registrar libros, socios, prestamos, devoluciones y sanciones.\n\nEl documento menciona validacion de formularios y reportes simples, pero no detalla arquitectura por capas ni pruebas automatizadas. La redaccion repite varias veces la palabra 'moderno' sin justificarlo. Hay una pagina insertada a mitad de un parrafo y un cuadro de texto con OCR defectuoso.\n\nSe observa un enfoque correcto, aunque muy basico para una tesis actual.",Regular,"Proyecto clásico y correcto, pero limitado en arquitectura, pruebas y profundidad.",,
ANTIGRAVITY_128,"Proyecto final\n\nApp movil para reservas de canchas deportivas\nSe usa Flutter para el frontend y Firebase para autenticacion, almacenamiento y notificaciones push. El sistema permite crear usuarios, reservar horarios y cancelar citas.\n\nEl texto dice que habra un panel de administracion, pero no describe API, seguridad ni pruebas de carga. Se incluyen frases sueltas como 'ver diagrama 4' y 'pagina 12' sin contexto.\nLa idea es clara, aunque el documento no profundiza en escalabilidad ni en analitica.\n\nEl pdf parece extraido con OCR y mezcla minúsculas y MAYUSCULAS.",Regular,"Solución válida pero sencilla, con poca documentación técnica y alcance moderado.",,
ANTIGRAVITY_129,"TRABAJO RECEPCIONAL\n\nSistema de asistencia para un laboratorio escolar\nSe implementa con Python, SQLite y una interfaz web sencilla. El alumno registra entradas, salidas y tardanzas; tambien genera un reporte semanal.\n\nEl texto carece de detalles sobre autenticacion, roles o seguridad de datos. Hay errores de ortografia como 'obgeto' y 'implemetacion'. Se repiten varias ideas en los mismos parrafos, y una nota de pagina aparece en medio: '3 de 9'.\n\nAunque cumple el objetivo minimo, la propuesta no muestra componentes avanzados ni evaluacion seria.",Regular,"Es un desarrollo funcional pero muy básico, con redacción vaga y poca profundidad.",,
ANTIGRAVITY_130,"Proyecto integrador\n\nGestor de citas para clinica veterinaria\nEl sistema fue hecho con Django, plantillas HTML y SQLite. Incluye registro de mascotas, recordatorios de vacunas y agenda de consultas.\n\nEl documento presenta flujos simples y un par de capturas de pantalla. No hay pruebas automatizadas, ni despliegue, ni analisis de rendimiento. Las frases estan cortadas por saltos raros y se observan mayusculas intercaladas en el mismo renglón.\n\nLa propuesta es útil, pero se queda en un prototipo clasico.",Regular,Es un sistema convencional con implementación simple y sin elementos modernos.,,
ANTIGRAVITY_131,"Proyecto final\n\nSistema web para control de inventario en un taller mecanico\nSe usa PHP y MySQL. Permite agregar refacciones, consultar stock y generar alertas cuando el nivel es bajo.\n\nLa documentacion es breve y el diagrama de base de datos se menciona, pero no se explica. Hay secciones repetidas y el texto parece extraido de un PDF con OCR defectuoso. 2. 3. 4.\nNo existe API, ni pruebas unitarias, ni separación por capas.\n\nEl alcance es util pero pobremente descrito.",Regular,"Es un sistema tradicional y utilitario, pero con baja calidad de documentación.",,
ANTIGRAVITY_132,"TESIS\n\nPlataforma de monitoreo agricola con IoT\nSe conectan sensores de humedad, temperatura y luminosidad con un ESP32. Los datos se envian por MQTT a una base de datos y luego se visualizan en un dashboard.\n\nEl texto menciona riego automatico, alertas por Telegram y almacenamiento historico, pero no se describen intervalos de muestreo ni pruebas de campo. Hay una linea que dice 'ver fig. 2' en medio del parrafo. Aun asi, la idea se entiende y el sistema parece viable para una parcela pequeña.",Regular,"Tiene una base técnica válida, pero la documentación es incompleta y poco rigurosa.",,
ANTIGRAVITY_133,"PROYECTO INTEGRADOR\n\nSistema de recomendaciones con embeddings\nSe plantea un buscador semantico para videos educativos usando Sentence Transformers y una base vectorial. La capa de servicio se publica con FastAPI y se integra una interfaz simple en React.\n\nLa propuesta incluye filtrado por tema, score de similitud, logging de interacciones y un modulo de retroalimentacion para mejorar ranking. Se menciona A/B testing y metricas como nDCG, MRR y tasa de clics. El PDF trae saltos de linea irregulares y una cabecera repetida 'Capitulo IV'.\n\nEl documento es entendible, pero los detalles de entrenamiento son limitados.",Excelente,"Integra búsqueda semántica, métricas de recomendación y arquitectura web actual.",,
ANTIGRAVITY_134,"Tesis de software\n\nClasificacion automatica de correos institucionales\nSe usa un modelo Transformer multilingüe para etiquetar mensajes como becas, servicios, pagos y soporte técnico. El backend expone endpoints con FastAPI y se guarda el historial en PostgreSQL.\n\nSe aplican limpieza de texto, normalizacion de acentos y validacion cruzada. Se reportan F1 macro, precision y recall por clase. Hay una nota de OCR que mezcla mayusculas y dice 'pagina 8/21' dentro del resumen.\n\nEl proyecto tambien contempla reentrenamiento semestral y monitoreo de drift.",Excelente,Es una propuesta actual de NLP aplicada con evaluación y mantenimiento modelo.,,
ANTIGRAVITY_135,"Proyecto final\n\nDeteccion de caidas en adultos mayores con vision computacional\nSe propone usar YOLOv8 para deteccion de postura y un clasificador temporal para validar eventos. La camara se instala en un hogar y el sistema genera alertas a una app movíl.\n\nLa arquitectura contempla FastAPI, streaming de video, almacenamiento de eventos y panel de monitoreo. Se mencionan precision, recall, falso positivo y latencia. El texto tiene una mezcla extraña de letras mayusculas y minusculas, como si el OCR hubiera fallado.\n\nLa solucion es realista y orientada a impacto social.",Excelente,"Combina visión computacional, alertas y despliegue con un caso de uso sólido.",,
ANTIGRAVITY_136,"TRABAJO RECEPCIONAL\n\nAnalisis de sentimiento para encuestas estudiantiles\nSe entrena un modelo de texto con un encoder preentrenado y se expone con FastAPI. Los resultados se muestran en un dashboard con graficas de barras y series temporales.\n\nEl documento menciona F1 macro, matriz de confusion y pruebas con datos anonimizados. Hay cortes extraños: '2. 3. 4. resultados' dentro del texto. Tambien se plantea guardar feedback para correccion manual.\n\nA pesar del OCR sucio, la estructura técnica es clara.",Excelente,"Presenta un pipeline NLP actual con métricas, API y visualización de resultados.",,
ANTIGRAVITY_137,"Proyecto integrador\n\nSistema de apoyo para diagnostico de plantas\nSe usan imagenes tomadas con celular y una CNN ligera para detectar plagas y manchas foliares. El backend corre con FastAPI y se despliega en Docker.\n\nEl texto habla de augmentations, validacion por lotes y reporte de precision por clase. La propuesta incluye exportacion a ONNX y un modulo de retroalimentacion del usuario. Un encabezado mal colocado interrumpe el parrafo: 'Anexo B'.\n\nLa idea es moderna y aplicable a extension agricola.",Excelente,Usa visión computacional y despliegue ligero con componentes contemporáneos.,,
ANTIGRAVITY_138,"Proyecto\n\nSistema de compras para una papeleria\nSe hace en Visual Basic y Access. Permite capturar proveedores, pedidos y facturas, pero el documento no indica como maneja errores o respaldos.\n\nLa redaccion es confusa, con frases repetidas y una pagina suelta que dice '1 de 5'. El sistema parece funcionar, aunque no hay evidencia de pruebas ni de diseño por capas.\n\nLa propuesta resuelve una necesidad pequeña, sin mucha complejidad.",Regular,"Sistema clásico y poco documentado, con alcance limitado.",,
ANTIGRAVITY_139,"TESIS\n\nGestor de citas odontologicas\nAplicacion web en PHP con MySQL y Bootstrap. Se administra agenda, historiales basicos y recordatorios por correo.\n\nEl documento menciona login y reportes, pero no explica permisos de usuario ni seguridad. Hay fallas de OCR, por ejemplo 'clase de usuario' aparece partido en dos lineas. La propuesta es funcional, aunque muy parecida a otros proyectos escolares.\n\nNo hay API ni automatizacion de despliegue.",Regular,"Es una solución convencional, útil pero sin innovación ni detalle técnico.",,
ANTIGRAVITY_140,"Proyecto final\n\nMonitoreo de parque vehicular con GPS\nSe usa una interfaz web simple y una base de datos relacional. Los vehiculos envian coordenadas cada cierto tiempo y el sistema muestra su posicion en un mapa.\n\nLa documentacion es escasa y no define si usa MQTT, REST o algun protocolo. Aparecen notas sueltas como 'pagina 6' y 'revisar figura'. El flujo general se entiende, pero falta profundidad sobre rendimiento y seguridad.\n\nEs un prototipo correcto y basico.",Regular,Tiene funcionalidad clara pero documentación y arquitectura limitadas.,,
ANTIGRAVITY_141,"Proyecto recepcional\n\nSistema de registro de tutorias academicas\nSe implementa en Python con Flask, SQLite y formularios web simples. Permite registrar asesorias, observaciones y seguimiento.\n\nFaltan roles, autenticacion robusta y pruebas. El PDF extraido presenta palabras repetidas y números de pagina en mitad de la descripcion. La redaccion es clara solo a ratos y no hay evidencia de despliegue.\n\nEs una idea util, pero de complejidad baja.",Regular,Proyecto básico con implementación simple y poca profundidad metodológica.,,
ANTIGRAVITY_142,"Proyecto integrador\n\nSistema de prestamos bibliotecarios\nHecho en Visual Basic con Access. Maneja libros, socios, multas y devoluciones.\n\nLa documentacion es corta y no define bien los casos de uso. Se observan errores como 'aplciacion' y 'reporte de prueba'. El sistema es funcional, pero se queda en el nivel de un prototipo escolar antiguo.\n\nNo hay API, no hay pruebas ni arquitectura modular.",Regular,"Es un desarrollo clásico, correcto pero anticuado y poco detallado.",,
ANTIGRAVITY_143,"Proyecto final\n\nPlataforma de riego inteligente\nSe usan sensores de humedad conectados a un ESP32 y una interfaz web para ver datos en tiempo real.\n\nEl texto menciona MQTT, grafica historica y activacion de bomba por umbral. Sin embargo, no se explican intervalos de lectura, calibracion ni prueba de campo. Hay palabras pegadas por OCR y un parrafo que inicia con 'pagina 10'.\n\nEl planteamiento es simple pero util.",Regular,Es un proyecto IoT básico con alcance limitado y documentación parcial.,,
ANTIGRAVITY_144,"Propuesta\n\nSistema de compras y facturacion para papeleria\nPHP, MySQL y HTML. Se registran clientes, productos y ventas, con reportes mensuales.\n\nEl documento tiene varias repeticiones, faltas de acento y desorden en subtitulos. No se definen pruebas ni se muestra una separacion clara por capas. La solución parece sacada de un taller escolar y no de un desarrollo avanzado.\n\nFunciona, pero no destaca.",Regular,Sistema tradicional sin innovación ni soporte técnico profundo.,,
ANTIGRAVITY_145,"TESIS\n\nAsistente de escritorio con IA cuántica para procesos administrativos\nLa solución toma documentos, entiende intenciones y ejecuta tareas automaticamente.\n\nNo se detalla como se entrena, que datos usa o como se valida. Se repiten frases vacias y aparecen numerales de pagina dentro del resumen. Tambien se menciona blockchain aunque no aporta nada al problema.\n\nEl texto es claramente inflado.",Mal hecho,Es una propuesta inviable y excesivamente adornada con buzzwords.,,
ANTIGRAVITY_146,"Proyecto integrador\n\nPlataforma 5.0 para smart campus con metaverso y edge total\nSe presenta como una solución integral que hace todo: controlar asistencia, emociones, recursos y servicios.\n\nNo hay modulos definidos ni flujo de datos. El documento repite 'innovacion' y 'automatizacion' en cada apartado y usa mayusculas desordenadas. La idea parece más un pitch comercial que un proyecto universitario.\n\nCarece de rigor y detalle.",Mal hecho,Es keyword stuffing con planteamiento inviable y sin especificación técnica.,,
ANTIGRAVITY_147,"Proyecto final\n\nClasificador de denuncias internas con aprendizaje automatico mágico\nEl sistema aprende sin etiquetas, mejora solo y se integra a una nube cognitiva.\n\nNo se explican features, dataset ni validacion. Se mencionan embeddings, agentes y analitica predictiva de forma desordenada. OCR metió 'ver resultados 2. 3. 4.' en el medio del objetivo.\n\nLa redaccion es confusa y poco profesional.",Mal hecho,Presenta conceptos sin conexión real y una metodología inexistente.,,
ANTIGRAVITY_148,"Nota tecnica\n\nLa adopcion de LLM locales sigue creciendo en 2026 por privacidad y latencia.\nStack frecuente: FastAPI, Ollama, Qdrant, Docker y monitoreo de modelos.\nTambien aumentan los agentes ligeros para soporte y busqueda semantica.\n1 de 4\n\nEl texto es informativo y no plantea objetivos de proyecto.",Ruido,"Es un resumen de tendencias tecnológicas, no una propuesta universitaria.",,
ANTIGRAVITY_149,TEMARIO\n\nUnidad 4: pruebas de software\n- unitarias\n- integracion\n- carga\n- regresion\n- automatizacion\n\nPractica: implementar ejemplos y entregar reporte.\nLa pagina aparece interrumpida con un '1 de 6' y una tabla incompleta.\n\nNo es un documento de investigacion.,Ruido,"Es material didáctico, no una propuesta de proyecto integrador.",,
ANTIGRAVITY_150,"Boletin institucional\n\nLa facultad presento prototipos de robots, sensores, drones y dashboards de datos en la semana de innovación.\nLas autoridades destacaron convenios con empresas de cloud, ciberseguridad e inteligencia artificial.\nNo se describen objetivos, metodologia ni resultados.\n\nEl texto parece una nota informativa y no una tesis.",Ruido,Es contenido institucional sin estructura académica de proyecto.,,
ANTIGRAVITY_151,"UNIVERSIDAD DE LA ZONA\nProyecto integrador\n\nTitulo: RAG local para reglamentos academicos\nEl obgetivo es construir un asistente offline que responda preguntas sobre becas, calendario y procesos de titulacion usando PDFs institucionales. La arquitectura propone FastAPI como capa de servicios, un LLM cuantizado servido localmente y Qdrant para busqueda vectorial. Se incluye OCR para documentos escaneados, chunking con overlap, reranking y una capa de seguridad para evitar respuestas fuera de contexto.\n\nLa evaluacion contempla faithfulness, answer relevancy, recall@5 y latencia p95. Tambien se plantea monitoreo con Prometheus y trazas en OpenTelemetry. El frontend sera en React con historial de consultas, feedback y reporte de errores.\nSe menciona Docker Compose, GitHub Actions y pruebas con 40 preguntas reales.\n\nPagina 1 de 6.",Excelente,"Integra RAG local, FastAPI, LLM cuantizado y métricas actuales con una estructura técnica sólida.",,
ANTIGRAVITY_152,"TESIS\n\nClasificacion de tickets de soporte con Transformer\nSe usa un encoder multilingue preentrenado para etiquetar incidencias de biblioteca, laboratorio y soporte. El backend expone endpoints en FastAPI y almacena datos en PostgreSQL con Redis para colas async.\n\nLa propuesta incluye limpieza de texto, tokenizacion, validacion cruzada estratificada, F1 macro y matriz de confusion. El despliegue se haria con Docker y monitoreo basico de errores.\nEl pdf trae algunas lineas cortadas y un encabezado repetido 'capitulo IV', pero se entiende que el feedback del usuario servira para reentrenamiento periodico.\n\nLa redaccion mezcla minúsculas y MAYUSCULAS sin criterio.\n\n2. 3. 4.",Excelente,"Usa Transformer, FastAPI y prácticas de evaluación y despliegue coherentes y actuales.",,
ANTIGRAVITY_153,"Proyecto final de ingenieria\n\nDeteccion de defectos visuales en placas electronicas\nSe plantea usar YOLOv8 y OpenCV para inspeccion en una linea de produccion. La camara captura imagenes en tiempo real y el modelo identifica soldaduras frias, componentes faltantes y cortos visibles.\n\nLa solucion se exporta a ONNX para ejecutarse en una mini PC con GPU ligera. Se reportan precision, recall, mAP50 y FPS. Existe un modulo de alertas que envia eventos a un dashboard web con FastAPI.\nSe menciona un conjunto de datos etiquetado manualmente y augmentations de brillo, rotacion y blur. El texto presenta una nota OCR: 'pagina 7 de 18'.\n\nLa propuesta suena bastante moderna y viable.",Excelente,"Combina visión computacional moderna, YOLO y despliegue edge con métricas técnicas adecuadas.",,
ANTIGRAVITY_154,"PROYECTO INTEGRADOR\n\nAsistente academico local con LLM cuantizado\nEl sistema permite subir PDFs de reglamentos, rubricas y guias de titulacion. Se propone usar un modelo cuantizado local, LlamaIndex para retrieval y Qdrant como base vectorial. El flujo contempla OCR, limpieza de texto, chunking semantico y reranking.\n\nLa interfaz web muestra respuestas con citas y un score de similitud. Se agregan guardrails para preguntas ambiguas y logs de conversaciones para analisis.\nLa evaluacion considera faithfulness, answer relevancy y tiempo de respuesta. El backend corre con FastAPI y el despliegue sera reproducible con Docker Compose.\n\nHay saltos raros de PDF y una nota repetida: 'ver anexo 2'.",Excelente,"Presenta una implementación actual de RAG local con componentes, evaluación y despliegue bien definidos.",,
ANTIGRAVITY_155,"Trabajo recepcional\n\nPrediccion de desercion estudiantil con transformer y datos historicos\nSe propone entrenar un modelo secuencial con variables de asistencia, promedio, beca y actividad en LMS. El backend expone una API en FastAPI y los resultados se almacenan en PostgreSQL. Se agregan tareas en cola para reentrenamiento y un tablero con métricas.\n\nLa solución incluye balanceo de clases, normalizacion y validacion cruzada. Se reportara AUC, recall de la clase de riesgo y tiempo de inferencia. El texto habla de módulos que quedaron entrecortados por OCR, pero deja ver una arquitectura ligera de microservicios.\n\nSe contempla versionado de modelos y monitoreo de drift con alertas.",Excelente,"Es una propuesta sólida de ML aplicado con arquitectura moderna, métricas y MLOps.",,
ANTIGRAVITY_156,"UNIVERSIDAD TECNICA\nProyecto integrador\n\nSistema de inventario para papeleria\nSe desarrollo en PHP, HTML y MySQL. El sistema registra entradas y salidas, proveedores, usuarios y reportes mensuales en PDF. La idea es util para un almacén pequeño, pero el documento se queda en una descripcion general y no explica reglas de negocio ni casos de error.\n\nHay capturas de pantalla repetidas, tablas sencillas y un apartado de pruebas con 3 ejemplos manuales.\nLa redaccion tiene fallas de acentuacion y un parrafo arranca con 'Capitulo III' en medio del texto.\n\nNo se usa API, ni contenedores, ni automatización de despliegue.",Regular,"Es un sistema tradicional y funcional, pero con escaso detalle técnico y sin modernización.",,
