id_documento,texto_extraido,categoria_calidad,razon_etiqueta,prediccion_ia,id_cluster,nombre_cluster,etiqueta_iso,tipo_innovacion,tsne_x,tsne_y
RST_019,"Proyecto integrador

Deteccion de plagio en textos cortos
Se sugiere comparar entregas de estudiantes con una base de documentos previos usando similitud semantica. La propuesta menciona Python, embeddings y una API REST.

La redaccion es irregular y hay un capitulo III suelto, pero se entiende que el objetivo es apoyar al profesor.
Se evaluaria con ejemplos conocidos y una lista de falsos positivos.

Es una idea util y defendible.",Excelente,"Problema concreto, tecnología plausible y evaluación básica.",Excelente,3,IoT y Sensores MPU,1,Mainstream,0.85200155,2.3778872
RST_020,"Proyecto final

Sistema de seguimiento de tutorias
Se propone una web para registrar citas, observaciones y avances de alumnos con riesgo academico. La tecnologia sugerida es Django con PostgreSQL y un panel administrativo.

El documento menciona graficas por alumno y alertas cuando falten registros. Tiene errores leves y un 1 de 5 incrustado, pero el alcance esta bien definido.

La propuesta parece aprobable sin verse exagerada.",Regular,"Problema claro, stack razonable y alcance controlado.",Excelente,7,Blockchain y Web3,1,Mainstream,-0.45726034,4.50116
RST_033,"Proyecto final

Resumen de bienvenida de la facultad
La universidad da la bienvenida al semestre con actividades academicas, charlas, conferencias y registro de nuevos alumnos.

No hay objetivo de investigacion ni desarrollo de software. El texto parece una nota institucional extraida de un boletin.
pagina 1 de 2 aparece al final.

No corresponde a una propuesta.",Ruido,"Contenido institucional, no una propuesta académica.",Regular,3,IoT y Sensores MPU,1,Mainstream,4.708346,-2.8038619
RST_034,"TEMARIO DE CLASE

Unidad 3: bases de datos
- tablas
- llaves
- consultas
- normalizacion
- practicas en SQL

Actividad: responder preguntas y entregar resumen.
El texto no presenta problema, alcance ni metodologia.
Capitulo I aparece como encabezado suelto.

Es material de clase, no proyecto.",Ruido,Es un temario académico sin intención de propuesta.,Regular,5,Desarrollo Móvil Multiplataforma,1,Mainstream,-3.3268585,2.4325438
RST_036,"Fragmento extraido

La coordinacion academica informa que la entrega de formatos, credenciales y horarios sera del 4 al 8 de agosto.
Tambien se recuerda asistir a la reunion de tutores y revisar el calendario oficial.

No hay propuesta tecnica ni objetivo de desarrollo.

Pagina 3 de 4.",Ruido,"Es un aviso administrativo, no una propuesta de proyecto.",Regular,7,Blockchain y Web3,1,Mainstream,2.9443567,2.9650671
RST_037,"TEMARIO

Sesion 5: vision por computadora
Se revisaran filtros, deteccion de bordes y ejemplos de YOLO.
Tarea: leer capitulo y contestar cuestionario.

No hay problema de investigacion, solo contenido de clase.

1 de 10.",Ruido,Material didáctico sin estructura de proyecto.,Excelente,1,Sistemas Web Tradicionales,1,Mainstream,10.733926,2.2123854
RST_039,"Proyecto integrador

Sistema web para registrar prestamos de laboratorio de computo
Se propone un panel para reservar equipos, ver disponibilidad y registrar entregas. La solucion usaría Django, SQLite y un poco de Bootstrap.

El alcance es pequeño y realista, pero el texto esta medio desordenado. Hay una palabra mal escrita y una linea con pagina 6 de 9.
Se indica que se probaria con usuarios de un solo laboratorio durante un mes.

La propuesta si parece aprobable, aunque no muy sofisticada.",Regular,"Problema claro, solución viable y validación mínima.",Regular,7,Blockchain y Web3,1,Mainstream,-1.4298488,4.979818
RST_040,"Proyecto final

Deteccion de placas de inventario con OCR
La idea es capturar imagenes de etiquetas, leer el codigo y guardarlo automaticamente en una base de datos. Se plantea usar OpenCV, un OCR ligero y FastAPI.

Se evaluaria con tasa de lectura correcta y tiempo por imagen. El texto tiene redaccion algo tosquita y capitulo II en un renglón suelto, pero el proyecto sigue siendo entendible.

Es una propuesta bastante aterrizada para un semestre.",Excelente,"Caso concreto, stack plausible y métricas sencillas.",Excelente,1,Sistemas Web Tradicionales,1,Mainstream,8.793017,3.0886502
RST_041,"Trabajo recepcional

Sistema de reportes de mantenimiento para equipos de laboratorio
La propuesta busca registrar fallas, asignar tecnicos y generar reportes PDF. Se haria con Laravel y MySQL, porque el equipo ya hizo algo parecido en otra materia.

Se habla de medir tiempos de registro y reduccion de incidencias perdidas. El texto tiene errores pequeños de ortografia, pero se entiende.

pagina 4 de 7 aparece entre el objetivo y la justificacion.",Regular,"Solución realista, problema concreto y validación operativa.",Regular,7,Blockchain y Web3,1,Mainstream,-1.780342,3.199016
RST_042,"Proyecto integrador

Asistente para buscar documentos internos de la facultad
Se propone subir archivos PDF y permitir consultas por palabras clave o significado. La tecnologia seria FastAPI, embeddings y una base vectorial sencilla.

El proyecto limitaria su alcance a reglamentos y comunicados de una sola escuela. Se validaria con preguntas reales de alumnos y tiempo de respuesta.
Hay un capitulo III que aparece al final del abstract y algunas mayusculas raras.

Aun con eso, la propuesta es aceptable.",Excelente,"Problema definido, solución factible y alcance acotado.",Excelente,3,IoT y Sensores MPU,1,Mainstream,1.8674879,1.6470754
RST_043,"Proyecto final

Sistema de prestamos para libros de aula
La idea es controlar libros, prestamos y devoluciones en una plataforma muy simple. Se piensa usar PHP, MySQL y un panel administrativo basico.

La validacion seria comparar el control manual contra el digital por dos semanas. El texto tiene frases cortadas y una linea que dice pagina 2 de 5.

No es innovador, pero si suficientemente claro para aprobarse.",Regular,Solución sencilla y viable con validación básica.,Regular,2,RAG y Búsqueda Semántica,1,Mainstream,-11.217,3.2469635
RST_044,"Proyecto integrador

Clasificacion de solicitudes de beca
Se plantea un modelo de NLP para separar solicitudes completas, incompletas y urgentes. El backend estaria en FastAPI y el modelo seria un Transformer pequeño.

Se evaluaria con F1 y precision por clase, usando historicos anonimizados del departamento. La redaccion tiene errores de OCR, pero el planteamiento es claro y medible.

Es una propuesta realista y con sentido academico.",Excelente,"Problema concreto, tecnología actual y métricas claras.",Excelente,7,Blockchain y Web3,1,Mainstream,0.17177118,-2.5570312
RST_045,"Proyecto final

Sistema de control de colas para cafeteria escolar
Se quiere hacer una web para mostrar pedidos, numero de turno y estado de entrega. La tecnologia propuesta es Django con una base de datos relacional y notificaciones sencillas.

El texto menciona pruebas de campo en horas de comida y conteo de tiempos de espera. Hay un 1. 2. 3. incrustado, pero no afecta mucho la comprension.

La propuesta es viable y util.",Regular,"Caso práctico, solución viable y validación simple.",Regular,7,Blockchain y Web3,1,Mainstream,-0.8171559,5.4957476
RST_046,"Proyecto integrador

Sistema de busqueda semantica para manuales tecnicos
Se pretende indexar manuales en PDF y permitir que el usuario haga preguntas por lenguaje natural. Se sugiere usar FastAPI, Qdrant y un modelo local cuantizado.

La propuesta incluye medir recall@5 y tiempo de consulta. El documento tiene un par de errores como tecnologia y obgetivo, pero la idea sigue siendo fuerte.

Es una propuesta bastante aprobable.",Excelente,"Tecnología plausible, evaluación clara y alcance razonable.",Excelente,7,Blockchain y Web3,1,Mainstream,2.1726599,1.7578946
RST_049,"Proyecto final

Resumen de actividades de la semana cultural
Se presentaron concursos, conferencias, fotografias y agradecimientos a los patrocinadores.

No existe problema de investigacion ni desarrollo de software. El texto parece un comunicado institucional con pagina 1 de 3.

Es claramente ruido.",Ruido,"Es un comunicado, no una propuesta académica.",Regular,4,Gestión de Redes y Ciberseguridad,1,Mainstream,5.6683125,-3.4437168
RST_050,"TEMARIO DE PROGRAMACION

Unidad 2: estructuras de control
- if
- else
- while
- for
- ejercicios

Actividad: resolver problemas y subir captura.
No hay objetivos de proyecto ni validacion.

Es material de clase y no una propuesta.",Ruido,Es un temario docente sin intención de proyecto.,Regular,5,Desarrollo Móvil Multiplataforma,1,Mainstream,-1.3982781,1.0837842
ANTIGRAVITY_300,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU,1,Mainstream,0.41225755,-0.6596081
ANTIGRAVITY_301,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU,1,Mainstream,0.41225755,-0.6596081
ANTIGRAVITY_302,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant.

Capitulo II
 La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU,1,Mainstream,0.7608563,-1.3944852
ANTIGRAVITY_303,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant.

Capitulo II
 La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU,1,Mainstream,0.7608563,-1.3944852
ANTIGRAVITY_304,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU,1,Mainstream,0.41225755,-0.6596081
ANTIGRAVITY_305,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. pagina 4 de 10  La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU,1,Mainstream,1.3772324,-1.3095489
ANTIGRAVITY_306,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant.

ver anexo B

 La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU,1,Mainstream,1.0821089,-0.3104002
ANTIGRAVITY_307,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU,1,Mainstream,0.41225755,-0.6596081
ANTIGRAVITY_308,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU,1,Mainstream,0.41225755,-0.6596081
ANTIGRAVITY_309,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. pagina 4 de 10  La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU,1,Mainstream,1.3772324,-1.3095489
ANTIGRAVITY_310,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU,1,Mainstream,0.41225755,-0.6596081
ANTIGRAVITY_311,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. pagina 4 de 10  La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU,1,Mainstream,1.3772324,-1.3095489
ANTIGRAVITY_312,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant.

ver anexo B

 La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU,1,Mainstream,1.0821089,-0.3104002
ANTIGRAVITY_313,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. (figura 3)  La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU,1,Mainstream,1.5714679,-0.687846
ANTIGRAVITY_314,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant.

ver anexo B

 La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU,1,Mainstream,1.0821089,-0.3104002
ANTIGRAVITY_315,"TRABAJO RECEPCIONAL

APLICACION MOVIL PARA AGENDAR CITAS MEDICAS
LA APP PERMITIRA A LOS PACIENTES VER HORARIOS DISPONIBLES Y RESERVAR UNA CITA. SE USARA FLUTTER PARA LA APLICACION Y FIREBASE PARA LA BASE DE DATOS Y AUTENTICACION DE USUARIOS. EL ADMINISTRADOR PODRA CANCELAR CITAS DESDE UN PANEL WEB.

NO SE DETALLA ARQUITECTURA DE BACKEND PROPIO NI PRUEBAS AUTOMATIZADAS, PERO SE MENCIONA QUE AYUDARA A REDUCIR TIEMPOS DE ESPERA EN LA CLINICA. EL SISTEMA ENVIARA NOTIFICACIONES PUSH COMO RECORDATORIOS.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Excelente,6,Analítica y Ciencia de Datos,1,Mainstream,1.4430649,-5.906526
ANTIGRAVITY_316,"trabajo recepcional

aplicacion movil para agendar citas medicas
la app permitira a los pacientes ver horarios disponibles y reservar una cita. se usara flutter para la aplicacion y firebase para la base de datos y autenticacion de usuarios. el admini (figura 3) strador podra cancelar citas desde un panel web.

no se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. el sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge,1,Mainstream,-0.33586797,9.979671
ANTIGRAVITY_317,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El admini (figura 3) strador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge,1,Mainstream,-0.709674,9.325393
ANTIGRAVITY_318,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El admini

Capitulo II
strador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge,1,Mainstream,-0.47712842,8.586316
ANTIGRAVITY_319,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El admini pagina 4 de 10 strador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge,1,Mainstream,-0.85439306,8.832024
ANTIGRAVITY_320,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El admini

Capitulo II
strador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge,1,Mainstream,-0.47712842,8.586316
ANTIGRAVITY_321,"trabajo recepcional

aplicacion movil para agendar citas medicas
la app permitira a los pacientes ver horarios disponibles y reservar una cita. se usara flutter para la aplicacion y firebase para la base de datos y autenticacion de usuarios. el administrador podra cancelar citas desde un panel web.

no se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. el sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge,1,Mainstream,0.0766915,9.884961
ANTIGRAVITY_322,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El admini

ver anexo B

strador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge,1,Mainstream,-0.6404905,8.6307335
ANTIGRAVITY_323,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El admini (figura 3) strador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge,1,Mainstream,-0.709674,9.325393
ANTIGRAVITY_324,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El administrador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge,1,Mainstream,0.11188323,9.202422
ANTIGRAVITY_325,"TRABAJO RECEPCIONAL

APLICACION MOVIL PARA AGENDAR CITAS MEDICAS
LA APP PERMITIRA A LOS PACIENTES VER HORARIOS DISPONIBLES Y RESERVAR UNA CITA. SE USARA FLUTTER PARA LA APLICACION Y FIREBASE PARA LA BASE DE DATOS Y AUTENTICACION DE USUARIOS. EL ADMINISTRADOR PODRA CANCELAR CITAS DESDE UN PANEL WEB.

NO SE DETALLA ARQUITECTURA DE BACKEND PROPIO NI PRUEBAS AUTOMATIZADAS, PERO SE MENCIONA QUE AYUDARA A REDUCIR TIEMPOS DE ESPERA EN LA CLINICA. EL SISTEMA ENVIARA NOTIFICACIONES PUSH COMO RECORDATORIOS.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Excelente,6,Analítica y Ciencia de Datos,1,Mainstream,1.4428478,-5.9065256
ANTIGRAVITY_326,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El administrador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge,1,Mainstream,0.02374036,8.867058
ANTIGRAVITY_327,"TRABAJO RECEPCIONAL

APLICACION MOVIL PARA AGENDAR CITAS MEDICAS
LA APP PERMITIRA A LOS PACIENTES VER HORARIOS DISPONIBLES Y RESERVAR UNA CITA. SE USARA FLUTTER PARA LA APLICACION Y FIREBASE PARA LA BASE DE DATOS Y AUTENTICACION DE USUARIOS. EL ADMINISTRADOR PODRA CANCELAR CITAS DESDE UN PANEL WEB.

NO SE DETALLA ARQUITECTURA DE BACKEND PROPIO NI PRUEBAS AUTOMATIZADAS, PERO SE MENCIONA QUE AYUDARA A REDUCIR TIEMPOS DE ESPERA EN LA CLINICA. EL SISTEMA ENVIARA NOTIFICACIONES PUSH COMO RECORDATORIOS.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Excelente,6,Analítica y Ciencia de Datos,1,Mainstream,1.4428478,-5.9065256
ANTIGRAVITY_328,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El administrador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge,1,Mainstream,0.02374036,8.867058
ANTIGRAVITY_329,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El administrador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge,1,Mainstream,-0.19250211,9.292296
ANTIGRAVITY_330,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El administrador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge,1,Mainstream,0.024329606,8.868281
ANTIGRAVITY_331,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El administrador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge,1,Mainstream,-0.19250211,9.292296
ANTIGRAVITY_332,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El admini 1. 2. 3. strador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge,1,Mainstream,-0.53268814,9.427535
