id_documento,texto_extraido,categoria_calidad,razon_etiqueta,prediccion_ia
AG_NUEVO_0518,"MEMORIA DE ESTADÍA: Portal de Autoservicio para Empleados de Herdez México. INTRODUCCIÓN: Se realizó el proyecto para la gerencia de Recursos Humanos. PROBLEMÁTICA: Los trabajadores solicitan copias de recibos de nómina de forma física en ventanilla, saturando la oficina. OBJETIVO GENERAL: Desarrollar una app web móvil responsiva donde los empleados descarguen sus recibos en formato PDF. TECNOLOGÍAS: Laravel, MySQL, Bootstrap, PDF generator.",Excelente,Proyecto corporativo de estadía con un caso de uso real de administración de personal.,Excelente
AG_NUEVO_0706,"MEMORIA DE ESTADÍA: Integración de Módulo de Facturación CFDI 4.0 en la empresa Chedraui S.A. de C.V. INTRODUCCIÓN: El reporte detalla la automatización del proceso de facturación fiscal exigido por el SAT. PROBLEMÁTICA: La facturación manual en hojas retrasaba el cobro de facturas hasta por 15 días. OBJETIVOS: 1. Integrar API de timbrado de PAC. 2. Diseñar reportes XML y PDF automáticos. TECNOLOGÍAS: C#, ASP.NET, SQL Server, PAC API.",Excelente,"Estructura formal de Memoria de Estadía de UTs, enfocada a solución empresarial real.",Excelente
AG_NUEVO_170,"MEMORIA DE ESTADÍA: Hardening y Auditoría de Seguridad en Servidores Linux para Liverpool. INTRODUCCIÓN: Proyecto enfocado en asegurar la infraestructura web del e-commerce. PROBLEMÁTICA: Detección de intentos constantes de fuerza bruta SSH y puertos inseguros abiertos. OBJETIVO GENERAL: Cerrar vulnerabilidades del SO y configurar Fail2Ban y firewalls locales. TECNOLOGÍAS: Linux, Fail2Ban, Iptables, Nmap, Nessus.",Excelente,Memoria de ciberseguridad aplicada al aseguramiento de servidores web corporativos.,Excelente
AG_NUEVO_0804,"NOMBRE DEL PROYECTO: Firma y Validación de Calificaciones Oficiales con Criptografía ECDSA. CATEGORÍA: Ciberseguridad. PROBLEMÁTICA: Alteración fraudulenta de boletas de calificación en bases de datos escolares tradicionales. OBJETIVO GENERAL: Desarrollar una API para firmas criptográficas de actas digitales de la escuela. STACK TECNOLÓGICO: Go, OpenSSL, PostgreSQL, React, Docker.",Excelente,"Estructura excelente orientada en ciberseguridad, llaves públicas e integridad de datos.",Excelente
AG_NUEVO_1010,"REPORTE DE ESTADÍA: Optimización de Almacén mediante Lectores de Códigos de Barras en Bodega Femsa. PROBLEMÁTICA: Errores en la entrega de refacciones debido a confusión de códigos visuales similares de marcas distintas. OBJETIVO GENERAL: Desarrollar módulo de escaneo móvil para confirmación de empaques. TECNOLOGÍAS: Android, Kotlin, ZXing, Spring Boot, MySQL.",Excelente,Reporte de estadía con claro beneficio operativo y stack móvil nativo.,Excelente
AG_NUEVO_0520,"MEMORIA DE ESTADÍA: Hardening y Auditoría de Seguridad en Servidores para Minera Peñoles. INTRODUCCIÓN: Proyecto enfocado en asegurar la infraestructura web del e-commerce. PROBLEMÁTICA: Detección de intentos constantes de fuerza bruta SSH y puertos inseguros abiertos. OBJETIVO GENERAL: Cerrar vulnerabilidades del SO y configurar Fail2Ban y firewalls locales. TECNOLOGÍAS: Linux, Fail2Ban, Iptables, Nmap, Nessus.",Excelente,Memoria de ciberseguridad aplicada al aseguramiento de servidores web corporativos.,Excelente
AG_NUEVO_096,"Control de gastos semanales para universitarios. Es una aplicación web para registrar en qué gastas tu dinero (renta, copias, pasajes). El sistema te dice cuánto te queda libre para el fin de semana. Usaremos React y LocalStorage del navegador para guardar los gastos rápidos.",Regular,"CRUD sencillo que depende de almacenamiento local, carece de base de datos remota o analítica avanzada.",Regular
AG_NUEVO_0951,"PROPUESTA DE PROYECTO: Sistema IoT de Monitoreo de Parámetros de Redes de Media Tensión. PROBLEMÁTICA: La falta de medición en tiempo real de sobrecargas térmicas y fluctuaciones armónicas daña transformadores de distribución. OBJETIVO GENERAL: Diseñar nodos de telemetría basados en ESP32 con transmisión LoRaWAN. STACK: ESP32, Sensores de corriente, LoRa Gateway, InfluxDB, Grafana.",Excelente,Proyecto Integrador excelente con diseño IoT completo y procesamiento de datos eléctricos.,Excelente
AG_NUEVO_0323,Sistema de reservación de computadoras de la escuela. El problema es que los alumnos se pelean por las máquinas de cómputo del edificio B. La idea es hacer un sistema web simple con MySQL para que el encargado del laboratorio registre.,Regular,Proyecto con justificación pobre y soluciones de software convencionales.,Regular
AG_NUEVO_052,"NOMBRE DEL PROYECTO: Monitoreo IoT y Alertas en Colmenas de Abejas para la Apicultura Sostenible. CATEGORÍA: Ciencias naturales / IoT. PROBLEMÁTICA: El colapso de colmenas debido al cambio de temperatura y humedad no es detectado a tiempo por apicultores. OBJETIVO GENERAL: Diseñar una red de sensores IoT de bajo consumo para telemetría de colmenas. OBJETIVOS ESPECÍFICOS: 1. Monitorear peso, temperatura e inclinación. 2. Transmitir por LoRaWAN a un dashboard centralizado. STACK TECNOLÓGICO: ESP32, Sensores DHT22, LoRaWAN, Node.js, PostgreSQL.",Excelente,"Excelente planteamiento IoT, estructura de PI alineada a problemáticas del sector primario.",Excelente
AG_NUEVO_0467,"REPORTE DE ESTANCIA: Monitoreo de Servidores Críticos mediante Prometheus y Grafana en Aeroméxico. PROBLEMÁTICA: La caída inesperada de servidores VPS de clientes corporativos sin alertas previas al área de soporte técnico. OBJETIVO GENERAL: Configurar agentes node-exporter en 50 servidores físicos y configurar dashboards con alertas de uso de CPU y RAM a Telegram. TECNOLOGÍAS: Prometheus, Grafana, Telegram API, Linux, Bash.",Excelente,"Estadía técnica de infraestructura, alertas automatizadas y monitoreo de sistemas de red.",Excelente
AG_NUEVO_0473,Sistema de reservas de mesa en restaurante local. El cliente puede ver qué mesas están ocupadas y apartar una escribiendo sus datos. Django y SQLite.,Regular,CRUD transaccional básico sin alta concurrencia ni integraciones de pago.,Regular
AG_NUEVO_1111,"MEMORIA DE ESTADÍA: Automatización de Conciliación Bancaria para la empresa Rappi México. INTRODUCCIÓN: El departamento de finanzas de la empresa realiza la descarga y cotejo de estados de cuenta de forma manual diariamente. PROBLEMÁTICA: Riesgo de errores contables humanos y consumo de 3 horas diarias del personal. OBJETIVO GENERAL: Implementar scripts ETL automáticos que descarguen y crucen reportes bancarios. TECNOLOGÍAS: Python, Pandas, AWS Lambda, PostgreSQL.",Excelente,Memoria de estadía automatizando procesos financieros reales mediante ciencia de datos.,Excelente
AG_NUEVO_0730,"Catálogo web para florería local. Los usuarios pueden ver ramos de flores, fotos de arreglos y mandar un formulario de contacto básico.",Regular,"Sitio web promocional estático de baja complejidad, sin transacciones en línea.",Regular
AG_NUEVO_0476,Control de gastos diarios en consola Python. Guarda tus consumos y los guarda localmente en un archivo de texto plano en la computadora.,Regular,"CRUD sencillo que depende de consola local, carece de interfaz web.",Regular
AG_NUEVO_0376,Registro de horas de estudio en SQLite con Python. Es una aplicación de consola para registrar cuántas horas estudias para cada materia y guardar la información de manera persistente.,Regular,"CRUD sencillo que depende de consola local, carece de interfaz web o de análisis predictivo.",Regular
AG_NUEVO_0878,Control de asistencia de gimnasio en PHP. El administrador registra las entradas y salidas de los clientes manualmente. MySQL local.,Regular,CRUD sencillo de entradas y salidas sin automatizaciones complejas.,Regular
AG_NUEVO_0965,"MEMORIA DE ESTADÍA: Hardening y Auditoría de Seguridad en Servidores para Liverpool. INTRODUCCIÓN: Proyecto enfocado en asegurar la infraestructura web del e-commerce. PROBLEMÁTICA: Detección de intentos constantes de fuerza bruta SSH y puertos inseguros abiertos. OBJETIVO GENERAL: Cerrar vulnerabilidades del SO y configurar Fail2Ban y firewalls locales. TECNOLOGÍAS: Linux, Fail2Ban, Iptables, Nmap, Nessus.",Excelente,Memoria de ciberseguridad aplicada al aseguramiento de servidores web corporativos.,Excelente
AG_NUEVO_0505,"NOMBRE DEL PROYECTO: Optimización del Ruteo de Camiones Recolectores de Basura mediante A*. CATEGORÍA: Logística / IA. PROBLEMÁTICA: Alto consumo de combustible en camiones recolectores debido a rutas rígidas mal planeadas. OBJETIVO GENERAL: Diseñar un motor de rutas óptimas basado en el algoritmo A* y condiciones de tráfico. STACK TECNOLÓGICO: Python, NetworkX, Google Maps API, FastAPI.",Excelente,Estructura formal de Proyecto Integrador combinando algoritmia y servicios de geolocalización.,Excelente
AG_NUEVO_0824,"Portal de películas favoritas en React. Los usuarios ven la lista de películas, le dan me gusta y las guarda localmente en LocalStorage.",Regular,Sitio web del lado del cliente básico que depende de APIs públicas.,Regular
AG_NUEVO_0867,"NOMBRE DEL PROYECTO: Monitoreo Sísmico de Edificios Universitarios mediante Acelerómetros MEMS. CATEGORÍA: Ciberseguridad / Smart Cities. PROBLEMÁTICA: La falta de evaluación estructural inmediata en edificios escolares tras sismos. OBJETIVO GENERAL: Diseñar sensores de vibración con alertas tempranas. STACK TECNOLÓGICO: Raspberry Pi, Sensor MPU6050, Python, InfluxDB, Node-RED.",Excelente,Excelente combinación de adquisición física de señales sísmicas y análisis de datos en tiempo real.,Excelente
AG_NUEVO_1104,"NOMBRE DEL PROYECTO: Firma y Validación de Calificaciones Oficiales con Criptografía ECDSA. CATEGORÍA: Ciberseguridad. PROBLEMÁTICA: Alteración fraudulenta de boletas de calificación en bases de datos escolares tradicionales. OBJETIVO GENERAL: Desarrollar una API para firmas criptográficas de actas digitales de la escuela. STACK TECNOLÓGICO: Go, OpenSSL, PostgreSQL, React, Docker.",Excelente,"Estructura excelente orientada en ciberseguridad, llaves públicas e integridad de datos.",Excelente
AG_NUEVO_0209,"NOMBRE DEL PROYECTO: Plataforma Móvil de Crowdfunding para Proyectos Universitarios de Impacto Social. CATEGORÍA: Social / Web. PROBLEMÁTICA: Los alumnos carecen de financiamiento inicial para prototipos de ingeniería. OBJETIVO GENERAL: Desarrollar una aplicación móvil para recaudar micro-donaciones de forma segura. STACK TECNOLÓGICO: Flutter, Laravel, Stripe API, MySQL.",Excelente,Proyecto transaccional web completo con impacto social y pasarela de pagos.,Excelente
AG_NUEVO_0479,Chatbot de soporte escolar if-else en Python. Responde dudas sobre reinscripciones con reglas rígidas de condicionales en consola.,Regular,Lógica condicional dura simple en lugar de IA avanzada.,Regular
AG_NUEVO_1014,"REPORTE DE ESTANCIA II: Migración de Sistema Monolítico a Microservicios en la red de Cinépolis. PROBLEMÁTICA: El sistema de cobro colapsa en días festivos debido a la alta concurrencia de peticiones en un solo servidor central. OBJETIVO GENERAL: Modularizar los servicios de facturación y pagos en microservicios independientes. TECNOLOGÍAS: NestJS, Docker, Redis, Kafka, PostgreSQL.",Excelente,Estancia de alta complejidad arquitectónica y escalabilidad de backend corporativo.,Excelente
AG_NUEVO_0658,"REPORTE DE ESTANCIA: Hardening de Servidores Linux para el Portal de Elektra. PROBLEMÁTICA: Intentos constantes de inyección de código SQL y ataques por fuerza bruta en el API Gateway. OBJETIVO GENERAL: Asegurar el sistema operativo y base de datos de producción mediante reglas estrictas. TECNOLOGÍAS: Linux, Fail2Ban, Iptables, Nginx, Nessus.",Excelente,Estadía de ciberseguridad aplicada con auditoría de vulnerabilidades real.,Excelente
AG_NUEVO_0310,"NOMBRE DEL PROYECTO: Extracción y Clasificación de Cláusulas de Penalización en Contratos usando NLP. CATEGORÍA: Inteligencia Artificial / Legal. PROBLEMÁTICA: Las empresas revisan cientos de contratos buscando cláusulas de penalización de forma manual. OBJETIVO GENERAL: Implementar un modelo de lenguaje (BERT) para extraer cláusulas de penalización. STACK TECNOLÓGICO: Python, HuggingFace, FastAPI, React.",Excelente,Propuesta de NLP aplicada al análisis documental legal de forma avanzada.,Excelente
AG_NUEVO_0552,"NOMBRE DEL PROYECTO: Detección de Puntos Calientes en Subestaciones Eléctricas mediante Termografía e Inteligencia Artificial. CATEGORÍA: Ciencias naturales / IA. PROBLEMÁTICA: Las fallas en transformadores por sobrecalentamiento causan apagones industriales costosos. OBJETIVO GENERAL: Entrenar una red neuronal YOLOv8 para segmentar zonas térmicas anómalas. STACK TECNOLÓGICO: Python, OpenCV, YOLOv8, PyTorch, PySide6.",Excelente,Excelente propuesta de IA de visión aérea aplicada a la prevención de desastres en subestaciones.,Excelente
AG_NUEVO_0919,"NOMBRE DEL PROYECTO: Firma Criptográfica de Actas Escolares mediante ECDSA. CATEGORÍA: Ciberseguridad. PROBLEMÁTICA: Alteración fraudulenta de historiales académicos por accesos indebidos de bases de datos centrales. OBJETIVO GENERAL: Validar calificaciones estudiantiles usando firmas criptográficas Solidity. STACK TECNOLÓGICO: Solidity, Ethereum, React, Node.js.",Excelente,"Estructura excelente orientada en ciberseguridad, llaves públicas e integridad de datos escolares.",Excelente
AG_NUEVO_0674,"Blog de reseñas de videojuegos en Express. Haremos una base de datos para registrar artículos, poner imágenes y dejar comentarios. MySQL local.",Regular,"Blog de información típico con base de datos básica, sin innovación técnica.",Regular
AG_NUEVO_0712,"NOMBRE DEL PROYECTO: Monitoreo Sísmico de Edificios Universitarios mediante Acelerómetros MEMS. CATEGORÍA: Ciberseguridad / Smart Cities. PROBLEMÁTICA: La falta de evaluación estructural inmediata en edificios escolares tras sismos. OBJETIVO GENERAL: Diseñar sensores de vibración con alertas tempranas. STACK TECNOLÓGICO: Raspberry Pi, Sensor MPU6050, Python, InfluxDB, Node-RED.",Excelente,Excelente combinación de adquisición física de señales sísmicas y análisis de datos en tiempo real.,Excelente
AG_NUEVO_0203,"NOMBRE DEL PROYECTO: Red Social Universitaria de Mentorías con Algoritmo de Matchmaking. CATEGORÍA: Educación / Web. PROBLEMÁTICA: Los alumnos de primeros cuatrimestres carecen de tutorías personalizadas en materias difíciles. OBJETIVO GENERAL: Desarrollar una web para emparejar mentores de 9no grado con aprendices según perfil. STACK TECNOLÓGICO: React, Node.js, Express, MongoDB, Socket.io.",Excelente,Proyecto web completo transaccional con justificación e impacto académico real.,Excelente
AG_NUEVO_0405,"NOMBRE DEL PROYECTO: Optimización del Ruteo de Taxis Urbanos mediante Algoritmos Genéticos. CATEGORÍA: Logística / IA. PROBLEMÁTICA: Tiempos de espera excesivos para clientes en horas pico de transporte público. OBJETIVO GENERAL: Diseñar un motor de rutas óptimas basado en algoritmos de Dijkstra. STACK TECNOLÓGICO: Python, NetworkX, Google Maps API, FastAPI.",Excelente,Estructura formal de Proyecto Integrador combinando algoritmia y servicios de geolocalización.,Excelente
AG_NUEVO_0252,"NOMBRE DEL PROYECTO: Monitoreo Analítico del Rendimiento de Paneles Solares con IoT. CATEGORÍA: Ciencias naturales / IoT. PROBLEMÁTICA: La acumulación de polvo en celdas fotovoltaicas reduce la generación de energía sin alertas de mantenimiento. OBJETIVO GENERAL: Desarrollar nodos sensores que midan corriente, voltaje e irradiancia solar. STACK TECNOLÓGICO: ESP32, MQTT, InfluxDB, Grafana, Python.",Excelente,"Excelente planteamiento IoT, estructura de PI orientada al sector energético sustentable.",Excelente
AG_NUEVO_0580,Aplicación web de control de gastos mensuales en React. Permite escribir ingresos y egresos y muestra el balance final en el navegador.,Regular,"CRUD básico de finanzas personales, de baja dificultad e impacto mediano.",Regular
AG_NUEVO_0430,"Aplicación web de control de gastos mensuales. El sistema sirve para que los usuarios escriban cuánto dinero ganan y cuánto gastan, y la app les resta la cantidad. React.js.",Regular,"CRUD básico de finanzas personales, idea genérica y sin algoritmos complejos.",Regular
AG_NUEVO_0472,Aplicación de tareas diarias con alarmas en Flutter. Sirve para recordar tus pendientes escolares del día. Guarda todo en local.,Regular,"CRUD básico de nivel inicial, muy común en semestres introductorios.",Regular
AG_NUEVO_0904,"PROYECTO DE TI: Sistema de Historiales Clínicos Seguros mediante Encriptación Homomórfica. CATEGORÍA: Ciberseguridad / Salud. PROBLEMÁTICA: Fugas de información médica confidencial de pacientes en servidores web de clínicas privadas. OBJETIVO GENERAL: Diseñar una base de datos en la nube con búsquedas cifradas seguras. STACK: Go, OpenSSL, PostgreSQL, React, Docker.",Excelente,"Estructura excelente orientada en ciberseguridad, llaves públicas e integridad de datos.",Excelente
AG_NUEVO_0201,"NOMBRE DEL PROYECTO: Detección de Intrusos en Redes IoT mediante Clasificación Edge con KNN. CATEGORÍA: Ciberseguridad / IoT. PROBLEMÁTICA: La proliferación de dispositivos IoT domésticos vulnerables a ataques DDoS que saturan el ancho de banda. OBJETIVO GENERAL: Diseñar un clasificador KNN ligero embebido en router. STACK TECNOLÓGICO: C++, Scikit-learn, OpenWrt, SQLite, Python.",Excelente,Proyecto Integrador excelente con diseño de redes y clasificación ligera en Edge.,Excelente
AG_NUEVO_0574,"Blog de reseñas de libros con SQLite y Express.js. Haremos una base de datos para registrar artículos, poner imágenes y comentarios básicos.",Regular,"Blog de información típico con base de datos básica, sin alta concurrencia.",Regular
AG_NUEVO_0470,"MEMORIA DE ESTADÍA: Hardening y Auditoría de Seguridad en Servidores para Pemex. INTRODUCCIÓN: Proyecto enfocado en asegurar la infraestructura web del e-commerce. PROBLEMÁTICA: Detección de intentos constantes de fuerza bruta SSH y puertos inseguros abiertos. OBJETIVO GENERAL: Cerrar vulnerabilidades del SO y configurar Fail2Ban y firewalls locales. TECNOLOGÍAS: Linux, Fail2Ban, Iptables, Nmap, Nessus.",Excelente,Memoria de ciberseguridad aplicada al aseguramiento de servidores web corporativos.,Excelente
AG_NUEVO_0577,Página web de portafolio para fotógrafo local. Muestra la galería de fotos del fotógrafo y permite mandar un mensaje de contacto básico.,Regular,Sitio web promocional estático de baja complejidad.,Regular
AG_NUEVO_093,"Página web para vender zapatos de una zapatería local. Queremos mostrar el catálogo de zapatos con fotos, colores y tallas. El cliente podrá ver los modelos disponibles y mandar un mensaje al dueño por correo para apartar su par de zapatos. Se usará HTML, CSS y Bootstrap.",Regular,"Sitio web de catálogo básico sin pasarela de transacciones digitales reales, alcance limitado.",Regular
AG_NUEVO_0765,"MEMORIA DE ESTADÍA: Hardening y Auditoría de Seguridad en Servidores para Liverpool. INTRODUCCIÓN: Proyecto enfocado en asegurar la infraestructura web del e-commerce. PROBLEMÁTICA: Detección de intentos constantes de fuerza bruta SSH y puertos inseguros abiertos. OBJETIVO GENERAL: Cerrar vulnerabilidades del SO y configurar Fail2Ban y firewalls locales. TECNOLOGÍAS: Linux, Fail2Ban, Iptables, Nmap, Nessus.",Excelente,Memoria de ciberseguridad aplicada al aseguramiento de servidores web corporativos.,Excelente
AG_NUEVO_0869,"NOMBRE DEL PROYECTO: Firma Criptográfica de Actas Escolares mediante ECDSA. CATEGORÍA: Ciberseguridad. PROBLEMÁTICA: Alteración fraudulenta de historiales académicos por accesos indebidos de bases de datos centrales. OBJETIVO GENERAL: Validar calificaciones estudiantiles usando firmas criptográficas Solidity. STACK TECNOLÓGICO: Solidity, Ethereum, React, Node.js.",Excelente,"Estructura excelente orientada en ciberseguridad, llaves públicas e integridad de datos escolares.",Excelente
AG_NUEVO_0461,"MEMORIA DE ESTADÍA: Desarrollo de Módulo Contable de Emisión de Facturas en la empresa CEMEX S.A. de C.V. INTRODUCCIÓN: El reporte detalla la automatización del proceso de facturación fiscal exigido por el SAT. PROBLEMÁTICA: La facturación manual en hojas retrasaba el cobro de facturas hasta por 15 días. OBJETIVOS: 1. Integrar API de timbrado de PAC. 2. Diseñar reportes XML y PDF automáticos. TECNOLOGÍAS: C#, ASP.NET, SQL Server, PAC API.",Excelente,"Estructura formal de Memoria de Estadía de UTs, enfocada a solución empresarial real.",Excelente
AG_NUEVO_0770,"NOMBRE DEL PROYECTO: Extracción y Clasificación de Cláusulas de No Competencia en Contratos con NLP. CATEGORÍA: Inteligencia Artificial / Legal. PROBLEMÁTICA: Las empresas revisan cientos de contratos buscando cláusulas abusivas de no competencia de forma manual. OBJETIVO GENERAL: Implementar un modelo de lenguaje (BERT) para extraer cláusulas de penalización. STACK TECNOLÓGICO: Python, HuggingFace, FastAPI, React.",Excelente,Propuesta de NLP aplicada al análisis documental legal de forma avanzada.,Excelente
AG_NUEVO_0261,"MEMORIA DE ESTADÍA: Desarrollo de Módulo Contable de Emisión de Facturas en la empresa Ferretería Truper S.A. de C.V. INTRODUCCIÓN: El reporte detalla la automatización del proceso de facturación fiscal exigido por el SAT. PROBLEMÁTICA: La facturación manual en hojas retrasaba el cobro de facturas hasta por 15 días. OBJETIVOS: 1. Integrar API de timbrado de PAC. 2. Diseñar reportes XML y PDF automáticos. TECNOLOGÍAS: C#, ASP.NET, SQL Server, PAC API.",Excelente,"Estructura formal de Memoria de Estadía de UTs, enfocada a solución empresarial real.",Excelente
AG_NUEVO_0653,"ANTEPROYECTO INTEGRADOR: Sistema Móvil de Monitoreo de Parámetros de Calidad del Agua para Acuicultura. JUSTIFICACIÓN: Las variaciones bruscas de oxígeno disuelto matan toneladas de peces en estanques comerciales. ALCANCE: Red de sensores sumergibles con alertas en tiempo real a app móvil. TECNOLOGÍAS: ESP32, Sensores DO/pH, MQTT, Node.js, Flutter.",Excelente,Proyecto Integrador excelente con diseño IoT completo y desarrollo móvil multiplataforma.,Excelente
AG_NUEVO_103,"Sistema de asistencia para club deportivo. Haremos una aplicación web para que el entrenador registre si los jóvenes asistieron al entrenamiento de básquetbol o no, poniendo asistencia, falta o retraso en una tabla. El sistema usará Django con base de datos SQLite.",Regular,"Lista de asistencia digital básica, solución simple sin automatizaciones complejas de lectores.",Regular
AG_NUEVO_0578,Registro de asistencia escolar en PHP puro sin frameworks. Los profesores suben la asistencia y los alumnos la consultan con su matrícula.,Regular,"CRUD clásico de asistencia, de baja complejidad técnica.",Regular
AG_NUEVO_051,"NOMBRE DEL PROYECTO: Clasificación de Café de Especialidad mediante Visión Artificial en Edge. CATEGORÍA: Educación y ambientes de aprendizaje / IA. PROBLEMÁTICA: La selección manual de granos defectuosos en cooperativas pequeñas toma tiempo excesivo y es propensa al error humano. OBJETIVO GENERAL: Desarrollar un sistema de clasificación óptico basado en Edge AI para separar granos sanos de defectuosos. OBJETIVOS ESPECÍFICOS: 1. Entrenar MobileNet en clasificación de defectos. 2. Integrar cámara en Raspberry Pi. STACK TECNOLÓGICO: Python, TensorFlow Lite, Raspberry Pi 4, OpenCV.",Excelente,"Estructura de Proyecto Integrador formal, objetivos viables, stack tecnológico y justificación clara.",Excelente
AG_NUEVO_0228,Control de asistencia estudiantil en PHP sin usar base de datos. El profesor registra si el alumno asistió escribiendo la información en archivos de texto planos (.txt) guardados localmente en el servidor.,Regular,Propuesta muy clásica y rudimentaria. El uso de archivos de texto en lugar de base de datos denota limitaciones técnicas.,Regular
AG_NUEVO_0801,"PROPUESTA DE PROYECTO: Monitoreo Sísmico de Puentes Urbanos mediante Acelerómetros IoT. CATEGORÍA: IoT / Smart Cities. PROBLEMÁTICA: La falta de evaluación estructural inmediata post-terremoto en puentes peatonales de la ciudad. OBJETIVO GENERAL: Diseñar nodos de telemetría con transmisión inalámbrica LoRaWAN. STACK TECNOLÓGICO: ESP32, MPU6050, LoRaWAN, PostgreSQL, React.",Excelente,Excelente propuesta IoT enfocada a seguridad urbana e infraestructura pública.,Excelente
AG_NUEVO_0870,"NOMBRE DEL PROYECTO: Extracción y Clasificación de Cláusulas de No Competencia en Contratos con NLP. CATEGORÍA: Inteligencia Artificial / Legal. PROBLEMÁTICA: Las empresas revisan cientos de contratos buscando cláusulas abusivas de no competencia de forma manual. OBJETIVO GENERAL: Implementar un modelo de lenguaje (BERT) para extraer cláusulas de penalización. STACK TECNOLÓGICO: Python, HuggingFace, FastAPI, React.",Excelente,Propuesta de NLP aplicada al análisis documental legal de forma avanzada.,Excelente
AG_NUEVO_0526,Página web de portafolio para un fotógrafo en HTML y CSS. Muestra la galería de fotos y tiene un formulario de contacto por correo electrónico.,Regular,"Sitio web mayormente estático para portafolio personal, baja complejidad.",Regular
AG_NUEVO_0462,"REPORTE DE ESTANCIA: Reingeniería del Pipeline de Integración Continua en Kubernetes para HSBC. INTRODUCCIÓN: La estadía se realizó en el área de infraestructura de TI. PROBLEMÁTICA: Los despliegues del core bancario requieren aprobaciones manuales de 3 coordinadores, tomando hasta 4 horas por sprint. OBJETIVO GENERAL: Implementar pipelines automatizados de despliegue a producción con Jenkins y Kubernetes. TECNOLOGÍAS: Jenkins, Docker, Kubernetes, AWS, SonarQube.",Excelente,Reporte de estancia empresarial de ciberseguridad y DevOps con alto impacto corporativo.,Excelente
AG_NUEVO_0906,"MEMORIA DE ESTADÍA: Integración de Módulo de Facturación CFDI 4.0 en la empresa Chedraui. INTRODUCCIÓN: Proyecto para adaptar los cobros comerciales a la normativa fiscal del SAT. PROBLEMÁTICA: El cálculo manual de retenciones causaba multas recurrentes de Hacienda. OBJETIVO: Automatizar la emisión de facturas XML timbradas por el PAC. TECNOLOGÍAS: C#, ASP.NET, SQL Server, PAC API.",Excelente,"Estructura formal de Memoria de Estadía de UTs, enfocada a solución empresarial real.",Excelente
AG_NUEVO_1118,"NOMBRE DEL PROYECTO: Clasificación Automática de Defectos en Soldaduras mediante Visión Artificial. CATEGORÍA: Inteligencia Artificial / Manufactura. PROBLEMÁTICA: Inspección visual lenta y costosa de componentes electrónicos en líneas de montaje. OBJETIVO GENERAL: Entrenar un modelo YOLOv8 para identificar soldaduras frías o puentes de estaño. STACK TECNOLÓGICO: Python, OpenCV, YOLOv8, PyTorch.",Excelente,Uso de redes neuronales convolucionales aplicadas al análisis de soldaduras en tiempo real.,Excelente
