id_documento,texto_extraido,categoria_calidad,razon_etiqueta,prediccion_ia,id_cluster,nombre_cluster
RST_040,"Proyecto final

Deteccion de placas de inventario con OCR
La idea es capturar imagenes de etiquetas, leer el codigo y guardarlo automaticamente en una base de datos. Se plantea usar OpenCV, un OCR ligero y FastAPI.

Se evaluaria con tasa de lectura correcta y tiempo por imagen. El texto tiene redaccion algo tosquita y capitulo II en un renglón suelto, pero el proyecto sigue siendo entendible.

Es una propuesta bastante aterrizada para un semestre.",Excelente,"Caso concreto, stack plausible y métricas sencillas.",Excelente,1,Sistemas Web Tradicionales
RST_041,"Trabajo recepcional

Sistema de reportes de mantenimiento para equipos de laboratorio
La propuesta busca registrar fallas, asignar tecnicos y generar reportes PDF. Se haria con Laravel y MySQL, porque el equipo ya hizo algo parecido en otra materia.

Se habla de medir tiempos de registro y reduccion de incidencias perdidas. El texto tiene errores pequeños de ortografia, pero se entiende.

pagina 4 de 7 aparece entre el objetivo y la justificacion.",Regular,"Solución realista, problema concreto y validación operativa.",Regular,7,Blockchain y Web3
RST_042,"Proyecto integrador

Asistente para buscar documentos internos de la facultad
Se propone subir archivos PDF y permitir consultas por palabras clave o significado. La tecnologia seria FastAPI, embeddings y una base vectorial sencilla.

El proyecto limitaria su alcance a reglamentos y comunicados de una sola escuela. Se validaria con preguntas reales de alumnos y tiempo de respuesta.
Hay un capitulo III que aparece al final del abstract y algunas mayusculas raras.

Aun con eso, la propuesta es aceptable.",Excelente,"Problema definido, solución factible y alcance acotado.",Excelente,3,IoT y Sensores MPU
RST_043,"Proyecto final

Sistema de prestamos para libros de aula
La idea es controlar libros, prestamos y devoluciones en una plataforma muy simple. Se piensa usar PHP, MySQL y un panel administrativo basico.

La validacion seria comparar el control manual contra el digital por dos semanas. El texto tiene frases cortadas y una linea que dice pagina 2 de 5.

No es innovador, pero si suficientemente claro para aprobarse.",Regular,Solución sencilla y viable con validación básica.,Regular,2,RAG y Búsqueda Semántica
RST_044,"Proyecto integrador

Clasificacion de solicitudes de beca
Se plantea un modelo de NLP para separar solicitudes completas, incompletas y urgentes. El backend estaria en FastAPI y el modelo seria un Transformer pequeño.

Se evaluaria con F1 y precision por clase, usando historicos anonimizados del departamento. La redaccion tiene errores de OCR, pero el planteamiento es claro y medible.

Es una propuesta realista y con sentido academico.",Excelente,"Problema concreto, tecnología actual y métricas claras.",Excelente,7,Blockchain y Web3
RST_045,"Proyecto final

Sistema de control de colas para cafeteria escolar
Se quiere hacer una web para mostrar pedidos, numero de turno y estado de entrega. La tecnologia propuesta es Django con una base de datos relacional y notificaciones sencillas.

El texto menciona pruebas de campo en horas de comida y conteo de tiempos de espera. Hay un 1. 2. 3. incrustado, pero no afecta mucho la comprension.

La propuesta es viable y util.",Regular,"Caso práctico, solución viable y validación simple.",Regular,7,Blockchain y Web3
RST_046,"Proyecto integrador

Sistema de busqueda semantica para manuales tecnicos
Se pretende indexar manuales en PDF y permitir que el usuario haga preguntas por lenguaje natural. Se sugiere usar FastAPI, Qdrant y un modelo local cuantizado.

La propuesta incluye medir recall@5 y tiempo de consulta. El documento tiene un par de errores como tecnologia y obgetivo, pero la idea sigue siendo fuerte.

Es una propuesta bastante aprobable.",Excelente,"Tecnología plausible, evaluación clara y alcance razonable.",Excelente,7,Blockchain y Web3
RST_049,"Proyecto final

Resumen de actividades de la semana cultural
Se presentaron concursos, conferencias, fotografias y agradecimientos a los patrocinadores.

No existe problema de investigacion ni desarrollo de software. El texto parece un comunicado institucional con pagina 1 de 3.

Es claramente ruido.",Ruido,"Es un comunicado, no una propuesta académica.",Regular,4,Gestión de Redes y Ciberseguridad
RST_050,"TEMARIO DE PROGRAMACION

Unidad 2: estructuras de control
- if
- else
- while
- for
- ejercicios

Actividad: resolver problemas y subir captura.
No hay objetivos de proyecto ni validacion.

Es material de clase y no una propuesta.",Ruido,Es un temario docente sin intención de proyecto.,Regular,5,Desarrollo Móvil Multiplataforma
ANTIGRAVITY_300,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_301,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_302,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant.

Capitulo II
 La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_303,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant.

Capitulo II
 La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_304,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_305,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. pagina 4 de 10  La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_306,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant.

ver anexo B

 La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_307,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_308,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_309,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. pagina 4 de 10  La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_310,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_311,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. pagina 4 de 10  La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_312,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant.

ver anexo B

 La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_313,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant. (figura 3)  La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_314,"Tesis

Buscador semantico institucional con RAG local
La meta es implementar un sistema de recuperacion aumentada por generacion para responder dudas estudiantiles a partir de PDFs normativos. Se utilizara un modelo Transformer ligero (FastEmbed) y una base de datos vectorial Qdrant.

ver anexo B

 La arquitectura no dependera de APIs externas, priorizando privacidad y baja latencia.

La capa web se construira en FastAPI y React. El proyecto define metricas de exactitud, faithfulness y latencia p95. Ademas, se incluiran pruebas unitarias y despliegue modular con Docker Compose.",Excelente,RAG moderno bien estructurado con MLOps y evaluacion.,Excelente,3,IoT y Sensores MPU
ANTIGRAVITY_315,"TRABAJO RECEPCIONAL

APLICACION MOVIL PARA AGENDAR CITAS MEDICAS
LA APP PERMITIRA A LOS PACIENTES VER HORARIOS DISPONIBLES Y RESERVAR UNA CITA. SE USARA FLUTTER PARA LA APLICACION Y FIREBASE PARA LA BASE DE DATOS Y AUTENTICACION DE USUARIOS. EL ADMINISTRADOR PODRA CANCELAR CITAS DESDE UN PANEL WEB.

NO SE DETALLA ARQUITECTURA DE BACKEND PROPIO NI PRUEBAS AUTOMATIZADAS, PERO SE MENCIONA QUE AYUDARA A REDUCIR TIEMPOS DE ESPERA EN LA CLINICA. EL SISTEMA ENVIARA NOTIFICACIONES PUSH COMO RECORDATORIOS.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Excelente,6,Analítica y Ciencia de Datos
ANTIGRAVITY_316,"trabajo recepcional

aplicacion movil para agendar citas medicas
la app permitira a los pacientes ver horarios disponibles y reservar una cita. se usara flutter para la aplicacion y firebase para la base de datos y autenticacion de usuarios. el admini (figura 3) strador podra cancelar citas desde un panel web.

no se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. el sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge
ANTIGRAVITY_317,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El admini (figura 3) strador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge
ANTIGRAVITY_318,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El admini

Capitulo II
strador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge
ANTIGRAVITY_319,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El admini pagina 4 de 10 strador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge
ANTIGRAVITY_320,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El admini

Capitulo II
strador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge
ANTIGRAVITY_321,"trabajo recepcional

aplicacion movil para agendar citas medicas
la app permitira a los pacientes ver horarios disponibles y reservar una cita. se usara flutter para la aplicacion y firebase para la base de datos y autenticacion de usuarios. el administrador podra cancelar citas desde un panel web.

no se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. el sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge
ANTIGRAVITY_322,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El admini

ver anexo B

strador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge
ANTIGRAVITY_323,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El admini (figura 3) strador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge
ANTIGRAVITY_324,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El administrador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge
ANTIGRAVITY_325,"TRABAJO RECEPCIONAL

APLICACION MOVIL PARA AGENDAR CITAS MEDICAS
LA APP PERMITIRA A LOS PACIENTES VER HORARIOS DISPONIBLES Y RESERVAR UNA CITA. SE USARA FLUTTER PARA LA APLICACION Y FIREBASE PARA LA BASE DE DATOS Y AUTENTICACION DE USUARIOS. EL ADMINISTRADOR PODRA CANCELAR CITAS DESDE UN PANEL WEB.

NO SE DETALLA ARQUITECTURA DE BACKEND PROPIO NI PRUEBAS AUTOMATIZADAS, PERO SE MENCIONA QUE AYUDARA A REDUCIR TIEMPOS DE ESPERA EN LA CLINICA. EL SISTEMA ENVIARA NOTIFICACIONES PUSH COMO RECORDATORIOS.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Excelente,6,Analítica y Ciencia de Datos
ANTIGRAVITY_326,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El administrador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge
ANTIGRAVITY_327,"TRABAJO RECEPCIONAL

APLICACION MOVIL PARA AGENDAR CITAS MEDICAS
LA APP PERMITIRA A LOS PACIENTES VER HORARIOS DISPONIBLES Y RESERVAR UNA CITA. SE USARA FLUTTER PARA LA APLICACION Y FIREBASE PARA LA BASE DE DATOS Y AUTENTICACION DE USUARIOS. EL ADMINISTRADOR PODRA CANCELAR CITAS DESDE UN PANEL WEB.

NO SE DETALLA ARQUITECTURA DE BACKEND PROPIO NI PRUEBAS AUTOMATIZADAS, PERO SE MENCIONA QUE AYUDARA A REDUCIR TIEMPOS DE ESPERA EN LA CLINICA. EL SISTEMA ENVIARA NOTIFICACIONES PUSH COMO RECORDATORIOS.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Excelente,6,Analítica y Ciencia de Datos
ANTIGRAVITY_328,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El administrador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge
ANTIGRAVITY_329,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El administrador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge
ANTIGRAVITY_330,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El administrador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge
ANTIGRAVITY_331,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El administrador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge
ANTIGRAVITY_332,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El admini 1. 2. 3. strador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge
ANTIGRAVITY_333,"TRABAJO RECEPCIONAL

APLICACION MOVIL PARA AGENDAR CITAS MEDICAS
LA APP PERMITIRA A LOS PACIENTES VER HORARIOS DISPONIBLES Y RESERVAR UNA CITA. SE USARA FLUTTER PARA LA APLICACION Y FIREBASE PARA LA BASE DE DATOS Y AUTENTICACION DE USUARIOS. EL ADMINISTRADOR PODRA CANCELAR CITAS DESDE UN PANEL WEB.

NO SE DETALLA ARQUITECTURA DE BACKEND PROPIO NI PRUEBAS AUTOMATIZADAS, PERO SE MENCIONA QUE AYUDARA A REDUCIR TIEMPOS DE ESPERA EN LA CLINICA. EL SISTEMA ENVIARA NOTIFICACIONES PUSH COMO RECORDATORIOS.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Excelente,6,Analítica y Ciencia de Datos
ANTIGRAVITY_334,"Trabajo Recepcional

Aplicacion movil para agendar citas medicas
La app permitira a los pacientes ver horarios disponibles y reservar una cita. Se usara Flutter para la aplicacion y Firebase para la base de datos y autenticacion de usuarios. El administrador podra cancelar citas desde un panel web.

No se detalla arquitectura de backend propio ni pruebas automatizadas, pero se menciona que ayudara a reducir tiempos de espera en la clinica. El sistema enviara notificaciones push como recordatorios.",Regular,Solucion basica en Flutter/Firebase sin arquitectura backend compleja.,Regular,0,Visión Artificial Edge
ANTIGRAVITY_344,"BOLETIN FACULTAD

Se llevo a cabo la exposicion anual de proyectos de ingenieria, donde se destacaron maquetas de puentes, robots seguidores de linea y sensores de humedad.
El directo 1. 2. 3. r agradecio a los asistentes y entrego diplomas a los tres primeros lugares de la competencia de programacion competitiva.

El evento termino con una comida en la explanada principal.",Ruido,Nota periodistica sin estructura de propuesta.,Excelente,4,Gestión de Redes y Ciberseguridad
ANTIGRAVITY_346,"boletin facultad

se llevo a cabo la exposicion anual de proyectos de ingenieria, donde se destacaron maquetas de puentes, robots seguidores de linea y sensores de humedad.
el director agradecio a los asistentes y entrego diplomas a los tres primeros lugares de la competencia de programacion competitiva.

el evento termino con una comida en la explanada principal.",Ruido,Nota periodistica sin estructura de propuesta.,Excelente,4,Gestión de Redes y Ciberseguridad
ANTIGRAVITY_347,"BOLETIN FACULTAD

Se llevo a cabo la exposicion anual de proyectos de ingenieria, donde se destacaron maquetas de puentes, robots seguidores de linea y sensores de humedad.
El directo

ver anexo B

r agradecio a los asistentes y entrego diplomas a los tres primeros lugares de la competencia de programacion competitiva.

El evento termino con una comida en la explanada principal.",Ruido,Nota periodistica sin estructura de propuesta.,Excelente,4,Gestión de Redes y Ciberseguridad
ANTIGRAVITY_349,"BOLETIN FACULTAD

Se llevo a cabo la exposicion anual de proyectos de ingenieria, donde se destacaron maquetas de puentes, robots seguidores de linea y sensores de humedad.
El directo (figura 3) r agradecio a los asistentes y entrego diplomas a los tres primeros lugares de la competencia de programacion competitiva.

El evento termino con una comida en la explanada principal.",Ruido,Nota periodistica sin estructura de propuesta.,Excelente,4,Gestión de Redes y Ciberseguridad
ANTIGRAVITY_350,"PROYECTO DE INGENIERIA

CLASIFICACION AUTOMATIZADA DE PIEZAS CON YOLOV8
EL OBJETIVO ES DESARROLLAR UN PIPELINE DE VISION COMPUTACIONAL PARA DETECTAR DEFECTOS EN LINEAS DE ENSAMBLAJE. SE PROPONE EL USO DE OPENCV Y YOLO, CON INFERENCIA OPTIMIZADA MEDIANTE ONNX RUNTIME. EL BACKEND ESTARA BASADO EN FASTAPI PARA RECIBIR FRAMES EN TIEMPO REAL, ALMACENANDO LOS METADATOS EN POSTGRESQL.

PARA EL ENTRENAMIENTO SE RECOPILARAN 500 IMAGENES ETIQUETADAS, APLICANDO TECNICAS DE DATA AUGMENTATION. LA EVALUACION SE BASARA EN METRICAS DE MAP50, PRECISION Y RECALL. EL SISTEMA INCLUYE DOCKER PARA SU FACIL DESPLIEGUE EN DISPOSITIVOS DE BORDE.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,6,Analítica y Ciencia de Datos
ANTIGRAVITY_351,"Proyecto de Ingenieria

Clasificacion automatizada de piezas con YOLOv8
El obgetivo es desarrollar un pipeline de vision computacional para detectar defectos en lineas de ensamblaje. Se propone el uso de OpenCV y YOLO, con inferencia optimizada mediante ONNX Runtime. El backend estara basado en FastAPI para recibir frames en tiempo real, almacenando los metadatos en PostgreSQL.

Para el entrenamiento se recopilaran 500 imagenes etiquetadas, aplicando tecnicas de data augmentation. La evaluacion se basara en metricas de mAP50, precision y recall. El sistema incluye Docker para su facil despliegue en dispositivos de borde.",Excelente,Proyecto solido de vision con metricas y arquitectura clara.,Excelente,1,Sistemas Web Tradicionales
